audio_list_secs,secWise_labs
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si606_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si606_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si606_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si629_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_si640_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_4,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx16_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F01_sx42_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sa1_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_7,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si654_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si675_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si698_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si737_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si772_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si790_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si791_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si817_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_si822_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx48_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F02_sx86_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_7,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si1018_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_7,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si864_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si872_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_7,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si892_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_6,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_7,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_8,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_9,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si903_10,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_5,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si908_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_1,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_5,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_6,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si924_7,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_0,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_1,0
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_2,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_3,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_4,1
../audioData/VAD_Kaggle/Data/Audio/Female/PTDB-TUG/mic_F03_si954_5,1
